DataAsOf,EnrollmentAsOf,level,SchoolYear,DistrictCode,DistrictName,SchoolCode,SchoolName,ApplicationReceiptMonth,seniors,completed_this_month
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2026-03-01,142,5
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2026-04-01,142,3
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2026-05-01,142,2
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,530,First State School,NULL,3,0
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2025-09-01,228,2
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2025-10-01,228,14
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2025-11-01,228,8
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2025-12-01,228,4
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2026-01-01,228,9
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2026-02-01,228,8
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2026-03-01,228,5
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2026-04-01,228,10
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2026-05-01,228,2
2026-09-19,2026-06-01,school,2026,32,Red Clay Consolidated School District,516,Meadowood Program,NULL,56,0
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2025-09-01,255,2
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2025-10-01,255,19
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2025-11-01,255,17
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2025-12-01,255,8
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2026-01-01,255,12
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2026-02-01,255,10
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2026-03-01,255,11
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2026-04-01,255,8
2026-09-19,2026-06-01,school,2026,23,Seaford School District,766,Seaford Senior High School,2026-05-01,255,5
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2025-09-01,467,7
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2025-10-01,467,50
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2025-11-01,467,35
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2025-12-01,467,32
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2026-01-01,467,49
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2026-02-01,467,19
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2026-03-01,467,30
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2026-04-01,467,22
2026-09-19,2026-06-01,school,2026,24,Smyrna School District,688,Smyrna High School,2026-05-01,467,4
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2025-08-01,124,1
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2025-09-01,124,4
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2025-10-01,124,29
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2025-11-01,124,15
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2025-12-01,124,14
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2026-01-01,124,13
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2026-02-01,124,6
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2026-03-01,124,7
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2026-04-01,124,3
2026-09-19,2026-06-01,school,2026,77,Sussex Academy,576,Sussex Academy,2026-05-01,124,1
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2025-09-01,316,6
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2025-10-01,316,38
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2025-11-01,316,17
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2025-12-01,316,13
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2026-01-01,316,18
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2026-02-01,316,17
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2026-03-01,316,13
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2026-04-01,316,11
2026-09-19,2026-06-01,school,2026,40,Sussex Technical School District,770,Sussex Technical High School,2026-05-01,316,8
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2025-09-01,176,1
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2025-10-01,176,9
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2025-11-01,176,9
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2025-12-01,176,6
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2026-01-01,176,10
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2026-02-01,176,11
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2026-03-01,176,9
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2026-04-01,176,9
2026-09-19,2026-06-01,school,2026,35,Woodbridge School District,780,Woodbridge High School,2026-05-01,176,4
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2025-09-01,945,27
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2025-10-01,945,217
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2025-11-01,945,100
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2025-12-01,945,66
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2026-01-01,945,68
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2026-02-01,945,45
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2026-03-01,945,47
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2026-04-01,945,27
2026-09-19,2026-06-01,lea,2026,29,Appoquinimink School District,All Schools,All Schools,2026-05-01,945,23
2026-09-19,2026-06-01,lea,2026,69,ASPIRA Delaware,All Schools,All Schools,2025-09-01,87,1
2026-09-19,2026-06-01,lea,2026,69,ASPIRA Delaware,All Schools,All Schools,2025-10-01,87,17
2026-09-19,2026-06-01,lea,2026,69,ASPIRA Delaware,All Schools,All Schools,2025-11-01,87,2
2026-09-19,2026-06-01,lea,2026,69,ASPIRA Delaware,All Schools,All Schools,2025-12-01,87,1
2026-09-19,2026-06-01,lea,2026,69,ASPIRA Delaware,All Schools,All Schools,2026-01-01,87,3
2026-09-19,2026-06-01,lea,2026,69,ASPIRA Delaware,All Schools,All Schools,2026-03-01,87,1
2026-09-19,2026-06-01,lea,2026,69,ASPIRA Delaware,All Schools,All Schools,2026-05-01,87,1
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2025-09-01,753,23
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2025-10-01,753,110
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2025-11-01,753,68
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2025-12-01,753,50
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2026-01-01,753,39
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2026-02-01,753,30
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2026-03-01,753,30
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2026-04-01,753,22
2026-09-19,2026-06-01,lea,2026,31,Brandywine School District,All Schools,All Schools,2026-05-01,753,20
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2025-09-01,625,3
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2025-10-01,625,101
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2025-11-01,625,58
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2025-12-01,625,33
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2026-01-01,625,26
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2026-02-01,625,23
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2026-03-01,625,30
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2026-04-01,625,22
2026-09-19,2026-06-01,lea,2026,10,Caesar Rodney School District,All Schools,All Schools,2026-05-01,625,11
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2025-09-01,552,10
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2025-10-01,552,92
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2025-11-01,552,46
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2025-12-01,552,42
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2026-01-01,552,36
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2026-02-01,552,25
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2026-03-01,552,30
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2026-04-01,552,15
2026-09-19,2026-06-01,lea,2026,17,Cape Henlopen School District,All Schools,All Schools,2026-05-01,552,9
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2025-09-01,520,10
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2025-10-01,520,40
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2025-11-01,520,17
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2025-12-01,520,25
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2026-01-01,520,25
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2026-02-01,520,13
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2026-03-01,520,28
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2026-04-01,520,12
2026-09-19,2026-06-01,lea,2026,13,Capital School District,All Schools,All Schools,2026-05-01,520,24
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2025-09-01,235,6
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2025-10-01,235,89
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2025-11-01,235,42
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2025-12-01,235,15
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2026-01-01,235,26
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2026-02-01,235,5
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2026-03-01,235,2
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2026-04-01,235,7
2026-09-19,2026-06-01,lea,2026,70,Charter School of Wilmington,All Schools,All Schools,2026-05-01,235,3
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2025-09-01,879,10
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2025-10-01,879,78
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2025-11-01,879,39
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2025-12-01,879,27
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2026-01-01,879,36
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2026-02-01,879,38
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2026-03-01,879,19
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2026-04-01,879,29
2026-09-19,2026-06-01,lea,2026,33,Christina School District,All Schools,All Schools,2026-05-01,879,17
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2025-09-01,581,7
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2025-10-01,581,18
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2025-11-01,581,20
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2025-12-01,581,16
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2026-01-01,581,27
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2026-02-01,581,23
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2026-03-01,581,18
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2026-04-01,581,21
2026-09-19,2026-06-01,lea,2026,34,Colonial School District,All Schools,All Schools,2026-05-01,581,9
2026-09-19,2026-06-01,lea,2026,79,Delaware Military Academy,All Schools,All Schools,2025-09-01,118,4
2026-09-19,2026-06-01,lea,2026,79,Delaware Military Academy,All Schools,All Schools,2025-10-01,118,21
2026-09-19,2026-06-01,lea,2026,79,Delaware Military Academy,All Schools,All Schools,2025-11-01,118,16
2026-09-19,2026-06-01,lea,2026,79,Delaware Military Academy,All Schools,All Schools,2025-12-01,118,7
2026-09-19,2026-06-01,lea,2026,79,Delaware Military Academy,All Schools,All Schools,2026-01-01,118,17
2026-09-19,2026-06-01,lea,2026,79,Delaware Military Academy,All Schools,All Schools,2026-02-01,118,11
2026-09-19,2026-06-01,lea,2026,79,Delaware Military Academy,All Schools,All Schools,2026-03-01,118,1
2026-09-19,2026-06-01,lea,2026,79,Delaware Military Academy,All Schools,All Schools,2026-04-01,118,4
2026-09-19,2026-06-01,lea,2026,37,Delmar School District,All Schools,All Schools,2025-10-01,159,7
2026-09-19,2026-06-01,lea,2026,37,Delmar School District,All Schools,All Schools,2025-11-01,159,4
2026-09-19,2026-06-01,lea,2026,37,Delmar School District,All Schools,All Schools,2025-12-01,159,11
2026-09-19,2026-06-01,lea,2026,37,Delmar School District,All Schools,All Schools,2026-01-01,159,6
2026-09-19,2026-06-01,lea,2026,37,Delmar School District,All Schools,All Schools,2026-02-01,159,6
2026-09-19,2026-06-01,lea,2026,37,Delmar School District,All Schools,All Schools,2026-03-01,159,5
2026-09-19,2026-06-01,lea,2026,37,Delmar School District,All Schools,All Schools,2026-04-01,159,5
2026-09-19,2026-06-01,lea,2026,37,Delmar School District,All Schools,All Schools,2026-05-01,159,4
2026-09-19,2026-06-01,lea,2026,9604,Early College High School at Del State,All Schools,All Schools,2025-09-01,66,2
2026-09-19,2026-06-01,lea,2026,9604,Early College High School at Del State,All Schools,All Schools,2025-10-01,66,12
2026-09-19,2026-06-01,lea,2026,9604,Early College High School at Del State,All Schools,All Schools,2025-11-01,66,9
2026-09-19,2026-06-01,lea,2026,9604,Early College High School at Del State,All Schools,All Schools,2025-12-01,66,9
2026-09-19,2026-06-01,lea,2026,9604,Early College High School at Del State,All Schools,All Schools,2026-01-01,66,7
2026-09-19,2026-06-01,lea,2026,9604,Early College High School at Del State,All Schools,All Schools,2026-02-01,66,4
2026-09-19,2026-06-01,lea,2026,9604,Early College High School at Del State,All Schools,All Schools,2026-04-01,66,3
2026-09-19,2026-06-01,lea,2026,9604,Early College High School at Del State,All Schools,All Schools,2026-05-01,66,2
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2025-09-01,83,1
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2025-10-01,83,6
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2025-11-01,83,5
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2025-12-01,83,5
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2026-01-01,83,7
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2026-02-01,83,4
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2026-03-01,83,5
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2026-04-01,83,3
2026-09-19,2026-06-01,lea,2026,9607,First State Military Academy,All Schools,All Schools,2026-05-01,83,4
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2025-09-01,74,1
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2025-10-01,74,11
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2025-11-01,74,3
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2025-12-01,74,5
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2026-01-01,74,4
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2026-02-01,74,3
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2026-03-01,74,3
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2026-04-01,74,4
2026-09-19,2026-06-01,lea,2026,9612,Freire Charter School Wilmington,All Schools,All Schools,2026-05-01,74,3
2026-09-19,2026-06-01,lea,2026,9611,Great Oaks Charter School,All Schools,All Schools,2025-10-01,33,3
2026-09-19,2026-06-01,lea,2026,9611,Great Oaks Charter School,All Schools,All Schools,2026-01-01,33,2
2026-09-19,2026-06-01,lea,2026,9611,Great Oaks Charter School,All Schools,All Schools,2026-02-01,33,1
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2025-09-01,791,10
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2025-10-01,791,78
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2025-11-01,791,55
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2025-12-01,791,18
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2026-01-01,791,44
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2026-02-01,791,26
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2026-03-01,791,33
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2026-04-01,791,17
2026-09-19,2026-06-01,lea,2026,36,Indian River School District,All Schools,All Schools,2026-05-01,791,14
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2025-09-01,236,3
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2025-10-01,236,21
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2025-11-01,236,7
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2025-12-01,236,11
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2026-01-01,236,14
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2026-02-01,236,15
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2026-03-01,236,18
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2026-04-01,236,11
2026-09-19,2026-06-01,lea,2026,15,Lake Forest School District,All Schools,All Schools,2026-05-01,236,6
2026-09-19,2026-06-01,lea,2026,16,Laurel School District,All Schools,All Schools,2025-09-01,172,2
2026-09-19,2026-06-01,lea,2026,16,Laurel School District,All Schools,All Schools,2025-10-01,172,6
2026-09-19,2026-06-01,lea,2026,16,Laurel School District,All Schools,All Schools,2025-11-01,172,18
2026-09-19,2026-06-01,lea,2026,16,Laurel School District,All Schools,All Schools,2025-12-01,172,7
2026-09-19,2026-06-01,lea,2026,16,Laurel School District,All Schools,All Schools,2026-01-01,172,4
2026-09-19,2026-06-01,lea,2026,16,Laurel School District,All Schools,All Schools,2026-02-01,172,7
2026-09-19,2026-06-01,lea,2026,16,Laurel School District,All Schools,All Schools,2026-03-01,172,5
2026-09-19,2026-06-01,lea,2026,16,Laurel School District,All Schools,All Schools,2026-04-01,172,2
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2025-09-01,329,7
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2025-10-01,329,25
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2025-11-01,329,3
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2025-12-01,329,13
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2026-01-01,329,23
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2026-02-01,329,7
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2026-03-01,329,19
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2026-04-01,329,16
2026-09-19,2026-06-01,lea,2026,18,Milford School District,All Schools,All Schools,2026-05-01,329,8
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2025-09-01,151,6
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2025-10-01,151,52
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2025-11-01,151,22
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2025-12-01,151,7
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2026-01-01,151,11
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2026-02-01,151,5
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2026-03-01,151,5
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2026-04-01,151,4
2026-09-19,2026-06-01,lea,2026,88,MOT Charter School,All Schools,All Schools,2026-05-01,151,1
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2025-09-01,1157,13
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2025-10-01,1157,154
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2025-11-01,1157,97
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2025-12-01,1157,59
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2026-01-01,1157,78
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2026-02-01,1157,65
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2026-03-01,1157,69
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2026-04-01,1157,53
2026-09-19,2026-06-01,lea,2026,38,New Castle County Vocational-Technical School District,All Schools,All Schools,2026-05-01,1157,26
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2025-09-01,221,16
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2025-10-01,221,86
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2025-11-01,221,29
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2025-12-01,221,16
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2026-01-01,221,11
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2026-02-01,221,2
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2026-03-01,221,7
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2026-04-01,221,5
2026-09-19,2026-06-01,lea,2026,89,Newark Charter School,All Schools,All Schools,2026-05-01,221,5
2026-09-19,2026-06-01,lea,2026,86,Odyssey Charter School,All Schools,All Schools,2025-10-01,94,14
2026-09-19,2026-06-01,lea,2026,86,Odyssey Charter School,All Schools,All Schools,2025-11-01,94,12
2026-09-19,2026-06-01,lea,2026,86,Odyssey Charter School,All Schools,All Schools,2025-12-01,94,6
2026-09-19,2026-06-01,lea,2026,86,Odyssey Charter School,All Schools,All Schools,2026-01-01,94,6
2026-09-19,2026-06-01,lea,2026,86,Odyssey Charter School,All Schools,All Schools,2026-02-01,94,6
2026-09-19,2026-06-01,lea,2026,86,Odyssey Charter School,All Schools,All Schools,2026-03-01,94,9
2026-09-19,2026-06-01,lea,2026,86,Odyssey Charter School,All Schools,All Schools,2026-04-01,94,3
2026-09-19,2026-06-01,lea,2026,86,Odyssey Charter School,All Schools,All Schools,2026-05-01,94,3
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2025-09-01,263,4
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2025-10-01,263,34
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2025-11-01,263,16
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2025-12-01,263,11
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2026-01-01,263,19
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2026-02-01,263,10
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2026-03-01,263,21
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2026-04-01,263,11
2026-09-19,2026-06-01,lea,2026,39,POLYTECH School District,All Schools,All Schools,2026-05-01,263,11
2026-09-19,2026-06-01,lea,2026,71,Positive Outcomes Charter School,All Schools,All Schools,2025-10-01,21,1
2026-09-19,2026-06-01,lea,2026,71,Positive Outcomes Charter School,All Schools,All Schools,2025-11-01,21,1
